date,section_name,headline,abstract,lead_paragraph,keywords,word_count
2021-07-01,Business Day,The first open meeting of the F.T.C. under Lina Khan starts with political sparks.,"Ms. Khan, the agency’s chair, opened with a statement about the importance of transparency, but the two Republican commissioners pushed back on her approach.","Lina Khan’s first meeting of the Federal Trade Commission on Thursday revealed political friction and previewed the likely partisan battles to come. Ms. Khan took over as chair last month and made the agency’s monthly meetings open to the public, a major change.",['United States Politics and Government'],397
2021-07-01,U.S.,Rescue work resumed in Surfside after concerns the whole building could fall.,Crews had halted their search for survivors of the Champlain Towers South collapse out of safety concerns.,"Rescue crews resumed their search for survivors of the Champlain Towers South collapse on Thursday evening, more than 14 hours after work was halted out of concern that the rest of the building could also fall.","['Surfside, Fla, Building Collapse (2021)']",578
2021-07-01,World,"Unveiling of Diana Statue Reunites William and Harry, Briefly",The estranged princes put aside their differences for a ceremony at Kensington Palace in London on what would have been their mother’s 60th birthday.,"LONDON — Bonded by childhood grief, sundered by adult quarrels, Prince William and Prince Harry came together briefly on Thursday to dedicate a statue of their mother, Diana, Princess of Wales, on what would have been her 60th birthday.","['Royal Families', 'Monuments and Memorials (Structures)']",979
2021-07-01,U.S.,What to Know About the Delta Variant in California,"Thursday: Los Angeles County public health officials advised wearing masks indoors, but said new restrictions were unlikely.",Good morning.,"['Coronavirus Risks and Safety Concerns', 'Coronavirus (2019-nCoV)', 'Vaccination and Immunization']",1214
2021-07-01,World,"Crowds for European Championship soccer games are driving infections, the W.H.O. says.","Fans have been amassing in stadiums, pubs and bars to watch the tournament.","Crowds gathering in stadiums, pubs and bars to watch the European Championship soccer games have driven a rise in coronavirus cases across Europe, the World Health Organization said on Thursday, raising concerns about another virus wave  even though vaccination campaigns have made progress. ","['Fans (Persons)', 'Soccer', 'Travel Warnings', 'Stadiums and Arenas', 'Coronavirus (2019-nCoV)', 'Vaccination and Immunization']",345
2021-07-01,Arts,Britney Spears Takes On Her Conservatorship,"An exploration of how the arrangement has intersected with her work, the latest legal updates and what might come next.","Britney Spears has been living under a conservatorship of her person and her estate since 2008, and in recent years, that arrangement has come under increased scrutiny. Last week, the singer spoke out publicly in a court hearing about her frustrations with the arrangement in a passionate speech that explained how she felt living under other people’s control.","['Pop and Rock Music', 'Wills and Estates', 'audio-neutral-informative']",204
2021-07-01,Style,Why Didn’t My Friend Tell Me About Her Cancer Diagnosis?,A reader wonders how to be a supportive friend without transgressing privacy boundaries.,"A friend of mine was recently diagnosed with ovarian cancer. The problem: She hasn’t told me. (I overheard her husband talking about it: Her illness was discovered during routine medical tests. She was having a hard time getting pregnant — which she also didn’t tell me.) I thought we were close, but I guess we’re not. Her decision to exclude me from these issues in her life hurts me and puts me in an awkward situation. What can I say if I’m not supposed to know about these big challenges she’s facing? I’m not sure how to handle this. Advice, please?","['Customs, Etiquette and Manners', 'Content Type: Service']",850
2021-07-01,T Magazine,The T List: Five Things We Recommend This Week,"A book of contemporary queer photography, sculptures from Ditte Blohm — and more.","Welcome to the T List, a newsletter from the editors of T Magazine. Each week, we share things we’re eating, wearing, listening to or coveting now. Sign up here to find us in your inbox every Wednesday. And you can always reach us at tlist@nytimes.com.","['Art', 'Sculpture', 'Fashion and Apparel', 'Shoes and Boots', 'Travel and Vacations', 'Photography', 'Global Warming']",1099
2021-07-01,Real Estate,On the Market in New York City,"This week’s properties are in Boerum Hill, Corona and Carnegie Hill.","This week’s properties are in Boerum Hill, Corona and Carnegie Hill.",['Real Estate and Housing (Residential)'],0
2021-07-01,Real Estate,On the Market in the New York Region,"This week’s properties are in Ardsley, N.Y., and Saddle River, N.J.","This week’s properties are in Ardsley, N.Y., and Saddle River, N.J.",['Real Estate and Housing (Residential)'],0
2021-07-01,Real Estate,Homes for Sale in New York and New Jersey,"This week’s properties are in Ardsley, N.Y., and Saddle River, N.J.",Click on the slide show to see this week’s featured properties:,['Real Estate and Housing (Residential)'],151
2021-07-01,Real Estate,"Homes for Sale in Brooklyn, Queens and Manhattan","This week’s properties are in Boerum Hill, Corona and Carnegie Hill.",Click on the slide show to see this week’s featured properties:,['Real Estate and Housing (Residential)'],114
2021-07-01,Business Day,The I.R.S. had a backlog of 35 million returns by the end of the tax season.,The backlog means that millions of Americans could still be waiting for their refunds.,"Millions of tax returns are still awaiting processing by the Internal Revenue Service, which has faced a far bigger backlog than in years past.","['Federal Taxes (US)', 'Rebates and Refunds', 'Income Tax']",436
2021-07-01,Movies,"‘The God Committee’ Review: At a Hospital, Judgment Day","In this drama starring Kelsey Grammer and Julia Stiles as cardiovascular surgeons, doctors have one hour to choose a heart transplant recipient.","“The God Committee” ostensibly ponders the ethical compromises involved in choosing organ transplant recipients, but it mostly illustrates the dangers of facile twists.",['Movies'],285
2021-07-01,Movies,‘The Phantom’ Review: The Death Penalty for a Doppelgänger,"This documentary examines the circumstances of a 1983 killing in Texas, for which it contends the wrong man was convicted and executed.","“The Phantom,” a documentary from Patrick Forbes, examines a case that in recent years has been cited as an example of a likely wrongful conviction that ended in the death penalty. Carlos DeLuna was executed in Texas in 1989 for the murder of a Corpus Christi gas station convenience store clerk. At his trial, he implicated another man, Carlos Hernandez. The prosecution dismissed Hernandez as a phantom.","['Documentary Films and Programs', 'Murders, Attempted Murders and Homicides', 'False Arrests, Convictions and Imprisonments', 'Capital Punishment']",277
2021-07-01,Business Day,Krispy Kreme and Didi Chuxing were part of a blockbuster week for public listings.,"Nineteen initial public offerings hit the stock market last week, making it the busiest since 2004.","On any normal week, the trading debuts of Krispy Kreme or Didi Chuxing, the Chinese ride-hailing giant, would be the biggest news in initial public offerings. But they were just two of 19 sizable I.P.O.s that hit the markets last week, making it the busiest since December 2004.","['Venture Capital', 'Initial Public Offerings']",794
